Ticket_ID,Customer_ID,Agent_ID,Channel,Issue_Type,Priority,Status,Created_Date,Created_Hour,Resolution_Time_Hours,SLA_Target_Hours,SLA_Breached,Escalated,First_Contact_Resolved,Satisfaction_Score,Repeat_Contact,Created_Year,Created_Month,Created_Quarter,SLA_Deviation_Hours,Resolution_Speed_Tier,Time_Of_Day,Satisfaction_Tier,Is_Resolved
TKT002222,CUST00509,AGT022,Inbound Call,KYC Verification,Critical,Pending,2022-03-01,10,0.9,2,0,0,0,,0,2022,3,1,-1.1,Within 2hrs,Morning (6-12),,0
TKT002223,CUST00188,AGT027,Social Media,Account Locked,Medium,Resolved,2023-04-14,18,54.0,24,1,0,1,2.0,0,2023,4,2,30.0,Beyond 48hrs,Afternoon (12-18),Poor,1
TKT002224,CUST02783,AGT002,Email,App Technical Issue,Critical,Resolved,2024-07-09,23,1.8,2,0,0,0,4.7,0,2024,7,3,-0.2,Within 2hrs,Evening (18-24),Excellent,1
TKT002225,CUST04189,AGT022,Chatbot,Loan Query,Critical,Escalated,2022-02-16,15,0.5,2,0,0,1,,1,2022,2,1,-1.5,Within 2hrs,Afternoon (12-18),,0
TKT002226,CUST04101,AGT053,Inbound Call,Statement Request,Medium,Escalated,2024-05-27,12,1.2,24,0,1,1,,0,2024,5,2,-22.8,Within 2hrs,Morning (6-12),,0
TKT002227,CUST03510,AGT017,Social Media,App Technical Issue,Low,Resolved,2022-09-01,14,34.1,48,0,0,1,2.1,1,2022,9,3,-13.9,Within 48hrs,Afternoon (12-18),Average,1
TKT002228,CUST03518,AGT056,Email,Account Locked,Medium,Resolved,2024-09-06,22,8.6,24,0,0,1,2.6,0,2024,9,3,-15.4,Within 24hrs,Evening (18-24),Average,1
TKT002229,CUST02073,AGT084,Inbound Call,Payment Failure,Medium,Resolved,2022-05-06,12,0.6,24,0,0,1,1.9,1,2022,5,2,-23.4,Within 2hrs,Morning (6-12),Poor,1
TKT002230,CUST00098,AGT088,Outbound Call,Transaction Dispute,Low,Resolved,2024-10-13,7,49.0,48,1,0,0,1.7,0,2024,10,4,1.0,Beyond 48hrs,Morning (6-12),Poor,1
TKT002231,CUST01292,AGT031,Email,Loan Query,Low,Resolved,2024-04-09,16,0.6,48,0,0,1,2.9,0,2024,4,2,-47.4,Within 2hrs,Afternoon (12-18),Average,1
TKT002232,CUST03465,AGT043,Live Chat,KYC Verification,Medium,Escalated,2022-10-28,0,15.8,24,0,0,0,,0,2022,10,4,-8.2,Within 24hrs,Night (0-6),,0
TKT002233,CUST01788,AGT072,Social Media,Fraud Alert,Medium,Resolved,2024-01-18,0,13.5,24,0,0,0,3.2,0,2024,1,1,-10.5,Within 24hrs,Night (0-6),Good,1
TKT002234,CUST00684,AGT053,Live Chat,Card Blocked,Medium,Escalated,2024-02-10,17,18.2,24,0,0,0,,0,2024,2,1,-5.8,Within 24hrs,Afternoon (12-18),,0
TKT002235,CUST01133,AGT005,Inbound Call,Loan Query,Medium,Resolved,2022-10-22,2,5.0,24,0,0,1,3.8,1,2022,10,4,-19.0,Within 8hrs,Night (0-6),Good,1
TKT002236,CUST04123,AGT002,Chatbot,Account Locked,High,Escalated,2022-12-17,5,24.0,8,1,1,1,,0,2022,12,4,16.0,Within 24hrs,Night (0-6),,0
TKT002237,CUST03205,AGT059,Chatbot,Fraud Alert,Medium,Pending,2023-04-04,20,8.5,24,0,0,0,,0,2023,4,2,-15.5,Within 24hrs,Evening (18-24),,0
TKT002238,CUST03124,AGT004,Live Chat,App Technical Issue,Low,Resolved,2023-12-17,10,6.4,48,0,0,1,4.0,0,2023,12,4,-41.6,Within 8hrs,Morning (6-12),Good,1
TKT002239,CUST03837,AGT099,Inbound Call,Card Blocked,Medium,Pending,2022-11-23,2,4.4,24,0,0,1,,0,2022,11,4,-19.6,Within 8hrs,Night (0-6),,0
TKT002240,CUST04877,AGT034,Email,Fraud Alert,Medium,Resolved,2024-03-16,21,56.0,24,1,0,1,2.1,0,2024,3,1,32.0,Beyond 48hrs,Evening (18-24),Average,1
TKT002241,CUST01615,AGT067,Live Chat,KYC Verification,Medium,Resolved,2024-01-20,0,9.5,24,0,0,1,4.2,0,2024,1,1,-14.5,Within 24hrs,Night (0-6),Excellent,1
TKT002242,CUST01042,AGT084,Outbound Call,Transaction Dispute,Medium,Closed,2023-11-18,17,1.8,24,0,0,1,1.9,0,2023,11,4,-22.2,Within 2hrs,Afternoon (12-18),Poor,1
TKT002243,CUST02866,AGT073,Inbound Call,Fraud Alert,Medium,Pending,2024-07-05,3,3.6,24,0,0,1,,1,2024,7,3,-20.4,Within 8hrs,Night (0-6),,0
TKT002244,CUST00855,AGT006,Live Chat,Payment Failure,Medium,Closed,2023-06-27,12,19.3,24,0,1,0,2.3,0,2023,6,2,-4.7,Within 24hrs,Morning (6-12),Average,1
TKT002245,CUST02027,AGT058,Inbound Call,Transaction Dispute,Medium,Resolved,2022-11-04,23,1.5,24,0,0,1,2.7,0,2022,11,4,-22.5,Within 2hrs,Evening (18-24),Average,1
TKT002246,CUST01988,AGT047,Inbound Call,Card Blocked,Medium,Resolved,2022-05-30,16,8.0,24,0,0,1,3.6,0,2022,5,2,-16.0,Within 8hrs,Afternoon (12-18),Good,1
TKT002247,CUST02551,AGT005,Live Chat,Account Locked,Critical,Escalated,2022-12-23,2,0.7,2,0,0,1,,1,2022,12,4,-1.3,Within 2hrs,Night (0-6),,0
TKT002248,CUST00240,AGT061,Chatbot,Statement Request,Low,Resolved,2022-10-12,10,35.7,48,0,0,1,3.2,1,2022,10,4,-12.3,Within 48hrs,Morning (6-12),Good,1
TKT002249,CUST00490,AGT056,Social Media,Card Blocked,High,Resolved,2024-03-25,14,2.2,8,0,0,1,2.5,0,2024,3,1,-5.8,Within 8hrs,Afternoon (12-18),Average,1
TKT002250,CUST03852,AGT035,Chatbot,Fraud Alert,Critical,Escalated,2022-03-22,17,5.0,2,1,0,1,,1,2022,3,1,3.0,Within 8hrs,Afternoon (12-18),,0
TKT002251,CUST01037,AGT095,Inbound Call,Account Locked,Critical,Resolved,2024-12-30,21,1.7,2,0,1,0,3.9,0,2024,12,4,-0.3,Within 2hrs,Evening (18-24),Good,1
TKT002252,CUST01339,AGT013,Inbound Call,Card Blocked,Medium,Resolved,2023-07-04,7,19.3,24,0,0,0,1.6,0,2023,7,3,-4.7,Within 24hrs,Morning (6-12),Poor,1
TKT002253,CUST04781,AGT026,Inbound Call,Card Blocked,Medium,Resolved,2024-05-30,19,18.3,24,0,1,1,2.4,1,2024,5,2,-5.7,Within 24hrs,Evening (18-24),Average,1
TKT002254,CUST03270,AGT086,Outbound Call,KYC Verification,Low,Closed,2023-08-15,17,135.0,48,1,1,0,4.8,1,2023,8,3,87.0,Beyond 48hrs,Afternoon (12-18),Excellent,1
TKT002255,CUST02555,AGT096,Social Media,KYC Verification,Critical,Escalated,2022-02-03,5,1.6,2,0,1,1,,1,2022,2,1,-0.4,Within 2hrs,Night (0-6),,0
TKT002256,CUST03501,AGT064,Inbound Call,Payment Failure,Low,Pending,2022-09-17,1,13.1,48,0,0,1,,0,2022,9,3,-34.9,Within 24hrs,Night (0-6),,0
TKT002257,CUST03863,AGT079,Social Media,Statement Request,Medium,Closed,2023-11-09,1,13.9,24,0,1,1,2.1,0,2023,11,4,-10.1,Within 24hrs,Night (0-6),Average,1
TKT002258,CUST01768,AGT011,Live Chat,App Technical Issue,High,Resolved,2023-04-16,21,5.3,8,0,0,1,3.4,0,2023,4,2,-2.7,Within 8hrs,Evening (18-24),Good,1
TKT002259,CUST04709,AGT062,Chatbot,Loan Query,Critical,Resolved,2024-06-06,23,1.3,2,0,0,0,4.1,0,2024,6,2,-0.7,Within 2hrs,Evening (18-24),Excellent,1
TKT002260,CUST00162,AGT080,Outbound Call,Refund Request,High,Resolved,2023-05-29,16,3.6,8,0,0,1,3.3,0,2023,5,2,-4.4,Within 8hrs,Afternoon (12-18),Good,1
TKT002261,CUST00656,AGT047,Live Chat,App Technical Issue,High,Pending,2023-08-21,20,5.2,8,0,0,1,,0,2023,8,3,-2.8,Within 8hrs,Evening (18-24),,0
TKT002262,CUST03007,AGT070,Live Chat,Card Blocked,Medium,Resolved,2022-09-24,9,66.0,24,1,0,1,3.0,1,2022,9,3,42.0,Beyond 48hrs,Morning (6-12),Average,1
TKT002263,CUST04717,AGT075,Inbound Call,KYC Verification,Medium,Closed,2023-11-23,23,2.9,24,0,1,1,2.7,1,2023,11,4,-21.1,Within 8hrs,Evening (18-24),Average,1
TKT002264,CUST03507,AGT058,Live Chat,Transaction Dispute,High,Resolved,2024-11-14,17,2.4,8,0,0,1,4.9,1,2024,11,4,-5.6,Within 8hrs,Afternoon (12-18),Excellent,1
TKT002265,CUST01257,AGT010,Social Media,Card Blocked,Low,Resolved,2022-05-16,20,26.5,48,0,1,0,4.0,0,2022,5,2,-21.5,Within 48hrs,Evening (18-24),Good,1
TKT002266,CUST02159,AGT016,Social Media,KYC Verification,Medium,Pending,2022-06-22,9,15.3,24,0,1,0,,0,2022,6,2,-8.7,Within 24hrs,Morning (6-12),,0
TKT002267,CUST01952,AGT012,Email,Refund Request,Low,Resolved,2023-12-12,14,18.4,48,0,0,1,1.2,0,2023,12,4,-29.6,Within 24hrs,Afternoon (12-18),Poor,1
TKT002268,CUST00750,AGT071,Inbound Call,Payment Failure,Medium,Pending,2024-11-05,14,21.0,24,0,0,1,,0,2024,11,4,-3.0,Within 24hrs,Afternoon (12-18),,0
TKT002269,CUST00709,AGT091,Inbound Call,KYC Verification,Low,Resolved,2022-03-15,22,7.2,48,0,0,1,3.8,0,2022,3,1,-40.8,Within 8hrs,Evening (18-24),Good,1
TKT002270,CUST01622,AGT088,Outbound Call,KYC Verification,Low,Closed,2024-06-22,2,12.8,48,0,0,1,3.3,1,2024,6,2,-35.2,Within 24hrs,Night (0-6),Good,1
TKT002271,CUST04137,AGT050,Social Media,Card Blocked,Medium,Resolved,2024-01-02,5,9.5,24,0,0,1,2.0,1,2024,1,1,-14.5,Within 24hrs,Night (0-6),Poor,1
TKT002272,CUST04656,AGT015,Live Chat,KYC Verification,High,Resolved,2023-04-27,17,13.0,8,1,1,1,3.5,0,2023,4,2,5.0,Within 24hrs,Afternoon (12-18),Good,1
TKT002273,CUST00466,AGT059,Social Media,Fraud Alert,Critical,Resolved,2024-04-02,14,1.3,2,0,0,1,1.5,0,2024,4,2,-0.7,Within 2hrs,Afternoon (12-18),Poor,1
TKT002274,CUST03996,AGT070,Email,KYC Verification,Critical,Resolved,2024-03-10,15,0.7,2,0,0,1,4.2,0,2024,3,1,-1.3,Within 2hrs,Afternoon (12-18),Excellent,1
TKT002275,CUST01101,AGT062,Chatbot,Refund Request,High,Closed,2023-02-06,17,1.9,8,0,1,1,2.2,0,2023,2,1,-6.1,Within 2hrs,Afternoon (12-18),Average,1
TKT002276,CUST01714,AGT083,Outbound Call,App Technical Issue,Medium,Escalated,2023-01-18,0,13.4,24,0,0,1,,0,2023,1,1,-10.6,Within 24hrs,Night (0-6),,0
TKT002277,CUST04586,AGT072,Inbound Call,App Technical Issue,High,Resolved,2024-07-14,8,4.1,8,0,0,0,3.7,0,2024,7,3,-3.9,Within 8hrs,Morning (6-12),Good,1
TKT002278,CUST00117,AGT062,Live Chat,Payment Failure,Medium,Resolved,2024-02-19,2,20.0,24,0,0,1,3.9,0,2024,2,1,-4.0,Within 24hrs,Night (0-6),Good,1
TKT002279,CUST02482,AGT100,Outbound Call,Transaction Dispute,High,Resolved,2022-05-11,23,6.4,8,0,0,1,4.4,1,2022,5,2,-1.6,Within 8hrs,Evening (18-24),Excellent,1
TKT002280,CUST00196,AGT050,Outbound Call,Fraud Alert,Medium,Escalated,2024-08-02,15,4.0,24,0,0,1,,0,2024,8,3,-20.0,Within 8hrs,Afternoon (12-18),,0
TKT002281,CUST04715,AGT077,Live Chat,Fraud Alert,Medium,Closed,2024-12-25,15,14.0,24,0,0,1,2.8,0,2024,12,4,-10.0,Within 24hrs,Afternoon (12-18),Average,1
TKT002282,CUST01475,AGT054,Outbound Call,Statement Request,Low,Resolved,2024-02-27,17,21.3,48,0,0,0,1.3,0,2024,2,1,-26.7,Within 24hrs,Afternoon (12-18),Poor,1
TKT002283,CUST02473,AGT054,Live Chat,App Technical Issue,Low,Resolved,2022-11-04,19,83.0,48,1,1,1,4.6,0,2022,11,4,35.0,Beyond 48hrs,Evening (18-24),Excellent,1
TKT002284,CUST04130,AGT097,Social Media,Statement Request,High,Escalated,2024-06-12,16,3.6,8,0,0,1,,1,2024,6,2,-4.4,Within 8hrs,Afternoon (12-18),,0
TKT002285,CUST03055,AGT096,Live Chat,Refund Request,Medium,Resolved,2024-10-15,22,7.1,24,0,0,1,2.2,0,2024,10,4,-16.9,Within 8hrs,Evening (18-24),Average,1
TKT002286,CUST01275,AGT028,Email,KYC Verification,Medium,Resolved,2022-11-12,4,57.0,24,1,0,0,2.4,0,2022,11,4,33.0,Beyond 48hrs,Night (0-6),Average,1
TKT002287,CUST03710,AGT051,Email,Statement Request,Critical,Pending,2023-10-18,16,1.3,2,0,1,1,,0,2023,10,4,-0.7,Within 2hrs,Afternoon (12-18),,0
TKT002288,CUST00339,AGT074,Social Media,Account Locked,Medium,Resolved,2023-02-06,15,9.7,24,0,0,1,4.6,0,2023,2,1,-14.3,Within 24hrs,Afternoon (12-18),Excellent,1
TKT002289,CUST03512,AGT033,Outbound Call,Account Locked,Medium,Closed,2022-03-20,20,9.5,24,0,0,1,1.3,0,2022,3,1,-14.5,Within 24hrs,Evening (18-24),Poor,1
TKT002290,CUST04276,AGT001,Live Chat,KYC Verification,Medium,Escalated,2024-12-25,10,7.8,24,0,0,0,,0,2024,12,4,-16.2,Within 8hrs,Morning (6-12),,0
TKT002291,CUST04718,AGT085,Inbound Call,KYC Verification,Low,Closed,2024-12-09,0,9.5,48,0,0,1,1.2,0,2024,12,4,-38.5,Within 24hrs,Night (0-6),Poor,1
TKT002292,CUST03300,AGT069,Live Chat,KYC Verification,Low,Pending,2024-03-27,20,3.8,48,0,0,1,,0,2024,3,1,-44.2,Within 8hrs,Evening (18-24),,0
TKT002293,CUST01657,AGT001,Inbound Call,Card Blocked,Medium,Resolved,2023-01-17,21,29.0,24,1,0,1,2.4,1,2023,1,1,5.0,Within 48hrs,Evening (18-24),Average,1
TKT002294,CUST00643,AGT055,Inbound Call,Account Locked,Medium,Closed,2023-05-02,11,14.1,24,0,0,1,4.8,0,2023,5,2,-9.9,Within 24hrs,Morning (6-12),Excellent,1
TKT002295,CUST01681,AGT085,Live Chat,Statement Request,Medium,Resolved,2022-04-17,22,20.9,24,0,0,1,5.0,0,2022,4,2,-3.1,Within 24hrs,Evening (18-24),Excellent,1
TKT002296,CUST01351,AGT089,Inbound Call,Transaction Dispute,Medium,Pending,2023-07-06,0,17.1,24,0,1,1,,0,2023,7,3,-6.9,Within 24hrs,Night (0-6),,0
TKT002297,CUST00619,AGT084,Social Media,Refund Request,Critical,Resolved,2024-01-09,12,1.4,2,0,0,0,3.0,0,2024,1,1,-0.6,Within 2hrs,Morning (6-12),Average,1
TKT002298,CUST01170,AGT045,Chatbot,Statement Request,Medium,Resolved,2024-02-20,23,2.1,24,0,0,1,2.3,0,2024,2,1,-21.9,Within 8hrs,Evening (18-24),Average,1
TKT002299,CUST00252,AGT073,Inbound Call,Loan Query,Critical,Resolved,2023-11-11,21,1.2,2,0,0,1,4.8,0,2023,11,4,-0.8,Within 2hrs,Evening (18-24),Excellent,1
TKT002300,CUST00302,AGT080,Inbound Call,Loan Query,Medium,Resolved,2024-07-24,18,7.6,24,0,0,0,3.1,0,2024,7,3,-16.4,Within 8hrs,Afternoon (12-18),Good,1
TKT002301,CUST03142,AGT092,Live Chat,Statement Request,High,Resolved,2022-03-20,0,5.6,8,0,1,1,2.5,0,2022,3,1,-2.4,Within 8hrs,Night (0-6),Average,1
TKT002302,CUST01567,AGT040,Outbound Call,Transaction Dispute,Low,Resolved,2022-09-13,5,19.9,48,0,0,1,3.6,0,2022,9,3,-28.1,Within 24hrs,Night (0-6),Good,1
TKT002303,CUST03165,AGT061,Inbound Call,Payment Failure,Low,Resolved,2023-07-27,17,23.0,48,0,0,1,2.0,0,2023,7,3,-25.0,Within 24hrs,Afternoon (12-18),Poor,1
TKT002304,CUST03958,AGT036,Live Chat,Account Locked,Medium,Escalated,2022-12-27,23,13.5,24,0,1,1,,0,2022,12,4,-10.5,Within 24hrs,Evening (18-24),,0
TKT002305,CUST02211,AGT024,Chatbot,KYC Verification,Low,Resolved,2023-12-03,11,41.9,48,0,0,1,2.5,0,2023,12,4,-6.1,Within 48hrs,Morning (6-12),Average,1
TKT002306,CUST03153,AGT080,Live Chat,Refund Request,Low,Resolved,2023-07-04,8,5.9,48,0,0,0,4.6,1,2023,7,3,-42.1,Within 8hrs,Morning (6-12),Excellent,1
TKT002307,CUST03660,AGT014,Live Chat,Payment Failure,Medium,Escalated,2023-01-09,16,43.0,24,1,0,1,,0,2023,1,1,19.0,Within 48hrs,Afternoon (12-18),,0
TKT002308,CUST00612,AGT098,Email,Loan Query,Low,Resolved,2024-03-16,14,128.0,48,1,1,1,3.7,0,2024,3,1,80.0,Beyond 48hrs,Afternoon (12-18),Good,1
TKT002309,CUST01944,AGT088,Email,Transaction Dispute,Low,Resolved,2024-03-18,6,40.6,48,0,0,1,4.8,0,2024,3,1,-7.4,Within 48hrs,Night (0-6),Excellent,1
TKT002310,CUST00074,AGT075,Inbound Call,KYC Verification,Critical,Resolved,2022-10-15,11,1.7,2,0,0,1,2.8,0,2022,10,4,-0.3,Within 2hrs,Morning (6-12),Average,1
TKT002311,CUST02874,AGT100,Chatbot,KYC Verification,Medium,Closed,2023-08-26,5,20.9,24,0,1,1,2.5,0,2023,8,3,-3.1,Within 24hrs,Night (0-6),Average,1
TKT002312,CUST04638,AGT001,Inbound Call,Fraud Alert,Low,Resolved,2023-05-21,20,21.4,48,0,1,1,2.6,0,2023,5,2,-26.6,Within 24hrs,Evening (18-24),Average,1
TKT002313,CUST00157,AGT047,Email,KYC Verification,Medium,Pending,2022-09-30,21,6.5,24,0,0,0,,0,2022,9,3,-17.5,Within 8hrs,Evening (18-24),,0
TKT002314,CUST03559,AGT076,Social Media,App Technical Issue,Low,Pending,2024-12-26,23,40.9,48,0,0,1,,0,2024,12,4,-7.1,Within 48hrs,Evening (18-24),,0
TKT002315,CUST00256,AGT021,Inbound Call,Fraud Alert,Critical,Resolved,2023-07-06,12,6.0,2,1,1,0,1.2,0,2023,7,3,4.0,Within 8hrs,Morning (6-12),Poor,1
TKT002316,CUST03111,AGT073,Live Chat,Loan Query,Medium,Pending,2023-04-01,6,15.8,24,0,0,0,,1,2023,4,2,-8.2,Within 24hrs,Night (0-6),,0
TKT002317,CUST01052,AGT039,Outbound Call,KYC Verification,High,Resolved,2022-07-31,10,5.9,8,0,0,1,3.3,0,2022,7,3,-2.1,Within 8hrs,Morning (6-12),Good,1
TKT002318,CUST02418,AGT003,Chatbot,KYC Verification,Critical,Resolved,2024-04-09,5,0.7,2,0,0,1,1.3,0,2024,4,2,-1.3,Within 2hrs,Night (0-6),Poor,1
TKT002319,CUST02257,AGT016,Inbound Call,Refund Request,Medium,Escalated,2023-06-18,2,10.4,24,0,0,1,,0,2023,6,2,-13.6,Within 24hrs,Night (0-6),,0
TKT002320,CUST02635,AGT068,Outbound Call,Refund Request,Medium,Resolved,2023-11-03,5,10.5,24,0,0,0,3.5,0,2023,11,4,-13.5,Within 24hrs,Night (0-6),Good,1
TKT002321,CUST02897,AGT026,Email,Loan Query,Low,Escalated,2024-12-27,10,38.6,48,0,0,1,,0,2024,12,4,-9.4,Within 48hrs,Morning (6-12),,0
TKT002322,CUST01892,AGT054,Live Chat,App Technical Issue,Low,Resolved,2024-09-16,5,54.0,48,1,0,1,2.7,0,2024,9,3,6.0,Beyond 48hrs,Night (0-6),Average,1
TKT002323,CUST03684,AGT013,Live Chat,Statement Request,Medium,Closed,2023-12-05,12,2.1,24,0,0,1,4.1,0,2023,12,4,-21.9,Within 8hrs,Morning (6-12),Excellent,1
TKT002324,CUST04412,AGT061,Social Media,App Technical Issue,Medium,Pending,2022-12-10,18,17.8,24,0,0,1,,0,2022,12,4,-6.2,Within 24hrs,Afternoon (12-18),,0
TKT002325,CUST03465,AGT020,Outbound Call,Refund Request,Low,Resolved,2022-12-18,12,62.0,48,1,0,1,1.9,1,2022,12,4,14.0,Beyond 48hrs,Morning (6-12),Poor,1
TKT002326,CUST02492,AGT083,Inbound Call,App Technical Issue,Medium,Resolved,2023-03-30,22,4.9,24,0,1,1,4.1,1,2023,3,1,-19.1,Within 8hrs,Evening (18-24),Excellent,1
TKT002327,CUST03740,AGT027,Live Chat,Statement Request,High,Pending,2023-04-01,10,2.9,8,0,0,1,,0,2023,4,2,-5.1,Within 8hrs,Morning (6-12),,0
TKT002328,CUST01776,AGT002,Chatbot,KYC Verification,Low,Escalated,2024-12-20,19,102.0,48,1,0,1,,0,2024,12,4,54.0,Beyond 48hrs,Evening (18-24),,0
TKT002329,CUST03937,AGT010,Social Media,Statement Request,Medium,Resolved,2024-01-28,3,5.2,24,0,0,1,1.6,0,2024,1,1,-18.8,Within 8hrs,Night (0-6),Poor,1
TKT002330,CUST01971,AGT060,Live Chat,Card Blocked,Critical,Closed,2023-04-03,16,5.0,2,1,0,1,1.8,0,2023,4,2,3.0,Within 8hrs,Afternoon (12-18),Poor,1
TKT002331,CUST03720,AGT089,Outbound Call,Fraud Alert,High,Pending,2022-08-06,17,1.2,8,0,0,0,,0,2022,8,3,-6.8,Within 2hrs,Afternoon (12-18),,0
TKT002332,CUST03954,AGT019,Inbound Call,Statement Request,Critical,Resolved,2024-03-12,11,1.7,2,0,1,0,3.1,0,2024,3,1,-0.3,Within 2hrs,Morning (6-12),Good,1
TKT002333,CUST02493,AGT015,Live Chat,Account Locked,Low,Resolved,2024-01-20,0,10.3,48,0,1,0,1.9,0,2024,1,1,-37.7,Within 24hrs,Night (0-6),Poor,1
TKT002334,CUST04666,AGT047,Live Chat,Transaction Dispute,Low,Resolved,2024-09-29,16,144.0,48,1,0,1,4.5,0,2024,9,3,96.0,Beyond 48hrs,Afternoon (12-18),Excellent,1
TKT002335,CUST00649,AGT024,Email,Statement Request,Medium,Resolved,2023-06-23,12,3.2,24,0,0,0,1.2,1,2023,6,2,-20.8,Within 8hrs,Morning (6-12),Poor,1
TKT002336,CUST01641,AGT016,Inbound Call,App Technical Issue,High,Closed,2023-10-27,0,2.6,8,0,1,1,3.5,0,2023,10,4,-5.4,Within 8hrs,Night (0-6),Good,1
TKT002337,CUST04435,AGT081,Inbound Call,Refund Request,Medium,Pending,2023-10-19,15,2.7,24,0,1,1,,0,2023,10,4,-21.3,Within 8hrs,Afternoon (12-18),,0
TKT002338,CUST00529,AGT060,Inbound Call,Account Locked,High,Closed,2023-08-12,8,2.3,8,0,0,1,1.8,1,2023,8,3,-5.7,Within 8hrs,Morning (6-12),Poor,1
TKT002339,CUST02102,AGT080,Outbound Call,Fraud Alert,Medium,Closed,2023-04-05,0,64.0,24,1,0,1,3.7,1,2023,4,2,40.0,Beyond 48hrs,Night (0-6),Good,1
TKT002340,CUST00419,AGT082,Outbound Call,Statement Request,Medium,Resolved,2023-02-02,9,12.0,24,0,0,1,3.9,0,2023,2,1,-12.0,Within 24hrs,Morning (6-12),Good,1
TKT002341,CUST02353,AGT049,Outbound Call,Transaction Dispute,Low,Closed,2022-09-03,21,24.0,48,0,1,0,3.7,0,2022,9,3,-24.0,Within 24hrs,Evening (18-24),Good,1
TKT002342,CUST03510,AGT004,Inbound Call,Fraud Alert,Low,Resolved,2024-11-15,18,33.2,48,0,0,1,4.1,0,2024,11,4,-14.8,Within 48hrs,Afternoon (12-18),Excellent,1
TKT002343,CUST00085,AGT066,Email,Card Blocked,High,Escalated,2022-06-02,3,5.0,8,0,0,1,,0,2022,6,2,-3.0,Within 8hrs,Night (0-6),,0
TKT002344,CUST02300,AGT049,Chatbot,Fraud Alert,Medium,Escalated,2024-09-12,19,16.6,24,0,0,1,,0,2024,9,3,-7.4,Within 24hrs,Evening (18-24),,0
TKT002345,CUST01752,AGT031,Inbound Call,Statement Request,Low,Resolved,2024-09-18,5,71.0,48,1,0,0,2.6,0,2024,9,3,23.0,Beyond 48hrs,Night (0-6),Average,1
TKT002346,CUST04222,AGT066,Outbound Call,Card Blocked,High,Pending,2022-04-07,6,2.5,8,0,0,0,,1,2022,4,2,-5.5,Within 8hrs,Night (0-6),,0
TKT002347,CUST02658,AGT054,Inbound Call,KYC Verification,Medium,Closed,2024-12-04,22,36.0,24,1,0,0,3.2,1,2024,12,4,12.0,Within 48hrs,Evening (18-24),Good,1
TKT002348,CUST03976,AGT002,Email,Transaction Dispute,Medium,Closed,2023-11-15,18,8.8,24,0,0,1,4.8,1,2023,11,4,-15.2,Within 24hrs,Afternoon (12-18),Excellent,1
TKT002349,CUST02352,AGT061,Inbound Call,Account Locked,High,Resolved,2023-04-29,8,5.8,8,0,0,1,2.8,1,2023,4,2,-2.2,Within 8hrs,Morning (6-12),Average,1
TKT002350,CUST03100,AGT015,Chatbot,Account Locked,High,Resolved,2022-03-19,2,5.1,8,0,0,1,1.2,0,2022,3,1,-2.9,Within 8hrs,Night (0-6),Poor,1
TKT002351,CUST01290,AGT060,Inbound Call,Refund Request,Medium,Resolved,2024-01-16,6,70.0,24,1,0,1,2.0,0,2024,1,1,46.0,Beyond 48hrs,Night (0-6),Poor,1
TKT002352,CUST03124,AGT043,Live Chat,Transaction Dispute,Low,Resolved,2024-03-18,9,31.9,48,0,0,1,3.6,0,2024,3,1,-16.1,Within 48hrs,Morning (6-12),Good,1
TKT002353,CUST02703,AGT093,Live Chat,Statement Request,Low,Resolved,2022-06-30,10,4.2,48,0,0,0,4.0,0,2022,6,2,-43.8,Within 8hrs,Morning (6-12),Good,1
TKT002354,CUST00644,AGT098,Social Media,Loan Query,Low,Pending,2023-08-25,14,36.9,48,0,0,0,,0,2023,8,3,-11.1,Within 48hrs,Afternoon (12-18),,0
TKT002355,CUST02906,AGT040,Social Media,Fraud Alert,Critical,Resolved,2022-08-09,10,1.2,2,0,1,1,1.9,0,2022,8,3,-0.8,Within 2hrs,Morning (6-12),Poor,1
TKT002356,CUST04068,AGT096,Live Chat,Payment Failure,Critical,Resolved,2023-11-03,6,0.8,2,0,0,1,2.7,0,2023,11,4,-1.2,Within 2hrs,Night (0-6),Average,1
TKT002357,CUST04064,AGT085,Outbound Call,Refund Request,Medium,Closed,2022-08-08,6,8.0,24,0,0,1,3.3,0,2022,8,3,-16.0,Within 8hrs,Night (0-6),Good,1
TKT002358,CUST04670,AGT030,Outbound Call,Loan Query,Medium,Resolved,2022-12-22,11,3.4,24,0,0,1,2.3,0,2022,12,4,-20.6,Within 8hrs,Morning (6-12),Average,1
TKT002359,CUST02923,AGT063,Live Chat,Card Blocked,Medium,Resolved,2023-03-16,13,20.3,24,0,1,1,2.6,1,2023,3,1,-3.7,Within 24hrs,Afternoon (12-18),Average,1
TKT002360,CUST02022,AGT024,Email,Loan Query,Medium,Resolved,2024-09-01,23,9.7,24,0,0,1,4.6,0,2024,9,3,-14.3,Within 24hrs,Evening (18-24),Excellent,1
TKT002361,CUST03625,AGT044,Chatbot,App Technical Issue,Low,Resolved,2024-12-10,3,27.4,48,0,0,1,3.3,0,2024,12,4,-20.6,Within 48hrs,Night (0-6),Good,1
TKT002362,CUST02871,AGT014,Live Chat,Card Blocked,High,Closed,2023-05-03,13,14.0,8,1,0,1,4.3,0,2023,5,2,6.0,Within 24hrs,Afternoon (12-18),Excellent,1
